Id. de la fila,Id. del pedido,Fecha de pedido,Fecha del envío,Método de envío,Id. del cliente,Nombre del cliente,Segmento,Ciudad,Provincia/Estado/Departamento,País/Región,Región,Id. del producto,Categoría,Subcategoría,Nombre del producto,Ventas,Cantidad
5453,MX-2021-161529,11/10/2021,7/10/2021,Estándar,37366950,Emanuel Mesa,Cliente,Mérida,Yucatán,México,Norte,TEC-AC-10000370,Tecnología,Accesorios,"Memorex Memoria USB, Programable",412,2
9311,MX-2021-111619,11/10/2021,7/10/2021,Estándar,87296661,Lucas Nazario,Pequeña empresa,Bayamo,Granma,Cuba,Caribe,TEC-TE-10004798,Tecnología,Teléfonos,"Nokia Base de audio, Al por mayor",3336.6,3
5452,MX-2021-161529,11/10/2021,7/10/2021,Estándar,37366950,Emanuel Mesa,Cliente,Mérida,Yucatán,México,Norte,MAT-SO-10004254,Material de oficina,Sobres,"Cameo Sobres de uso interno, 50",948.6,3
3577,US-2021-147501,11/10/2021,7/10/2021,Estándar,32676924,Ingrid Calvillo,Empresa,Córdoba,Córdoba,Argentina,Sur,MOB-SI-10003556,Mobiliario,Sillas,"Office Star Silla plegable, 2",1127.52,3
5450,MX-2021-161529,11/10/2021,7/10/2021,Estándar,37366950,Emanuel Mesa,Cliente,Mérida,Yucatán,México,Norte,MAT-ET-10004975,Material de oficina,Etiquetas,"Smead Etiquetas con códigos de color, Blanco",261,3
6210,MX-2021-139220,11/10/2021,7/10/2021,Estándar,74678546,Prudencio Luna,Cliente,Managua,Managua,Nicaragua,Centro,MAT-PA-10000222,Material de oficina,Papel,"Xerox Agenda, Multicolor",290.4,2
5920,MX-2021-113922,11/10/2021,8/10/2021,Rápido,21788674,Benjamín Saavedra,Cliente,Rio Branco,Acre,Brasil,Sur,MAT-CA-10002956,Material de oficina,Carpetas,"Avery Anillas, Transparente",129,5
5919,MX-2021-113922,11/10/2021,8/10/2021,Rápido,21788674,Benjamín Saavedra,Cliente,Rio Branco,Acre,Brasil,Sur,MOB-LI-10000647,Mobiliario,Librerías,"Dania Conjunto de estantes, Metal",2250.8,2
4870,US-2021-164245,11/10/2021,8/10/2021,Rápido,61028726,Emanuel Almaraz,Empresa,Apodaca,Nuevo León,México,Norte,MOB-SI-10000556,Mobiliario,Sillas,"Hon Taburete, Rojo",1745.6,2
9926,MX-2021-131702,12/10/2021,6/10/2021,Estándar,21145047,Luís Velázquez,Cliente,Mérida,Yucatán,México,Norte,MOB-SI-10003980,Mobiliario,Sillas,"Harbour Creations Sillón, 2",10151.68,4
9924,MX-2021-131702,12/10/2021,6/10/2021,Estándar,21145047,Luís Velázquez,Cliente,Mérida,Yucatán,México,Norte,MAT-PA-10003405,Material de oficina,Papel,"Xerox Papel de tipo pergamino, Premium",265.2,3
6356,MX-2021-142244,12/10/2021,6/10/2021,Estándar,54426761,Adelina Castaneda,Cliente,Ciudad Madero,Tamaulipas,México,Norte,MAT-SU-10001499,Material de oficina,Suministros,"Kleencut Tijeras, Acero",289.2,2
8380,MX-2021-164084,12/10/2021,6/10/2021,Estándar,69556523,Claudia Aguilar,Cliente,Managua,Managua,Nicaragua,Centro,MAT-AL-10002502,Material de oficina,Almacenamiento,"Rogers Estanterías, Tamaño completo",1243.2,3
6355,MX-2021-142244,12/10/2021,6/10/2021,Estándar,54426761,Adelina Castaneda,Cliente,Ciudad Madero,Tamaulipas,México,Norte,TEC-TE-10004409,Tecnología,Teléfonos,"Nokia Teléfono de oficina, Al por mayor",869.6,2
9925,MX-2021-131702,12/10/2021,6/10/2021,Estándar,21145047,Luís Velázquez,Cliente,Mérida,Yucatán,México,Norte,MAT-AL-10004832,Material de oficina,Almacenamiento,"Tenex Casilleros, Tamaño completo",4083.6,3
2545,MX-2021-140501,12/10/2021,6/10/2021,Estándar,51384878,Clemencia Mendoza,Empresa,San Francisco de Macorís,Duarte,República Dominicana,Caribe,MAT-CA-10002183,Material de oficina,Carpetas,"Acco Separadores, Reciclado",95.36,2
785,US-2021-107524,12/10/2021,7/10/2021,Estándar,55895986,Nelson Limón,Cliente,Santiago de los Caballeros,Santiago,República Dominicana,Caribe,MOB-ME-10001321,Mobiliario,Mesas,"Bevis Mesa de ordenador, Negro",6923.28,7
784,US-2021-107524,12/10/2021,7/10/2021,Estándar,55895986,Nelson Limón,Cliente,Santiago de los Caballeros,Santiago,República Dominicana,Caribe,TEC-CO-10003736,Tecnología,Copiadoras,"Brother Fotocopiadora con fax, 2",5093.634,5
786,US-2021-107524,12/10/2021,7/10/2021,Estándar,55895986,Nelson Limón,Cliente,Santiago de los Caballeros,Santiago,República Dominicana,Caribe,TEC-AC-10004281,Tecnología,Accesorios,"Logitech Teclado, Negro",1550.08,4
3078,MX-2021-144484,12/10/2021,8/10/2021,Estándar,41844497,Domingo Jaime,Empresa,Taubaté,São Paulo,Brasil,Sur,MAT-CA-10003527,Material de oficina,Carpetas,"Avery Cubierta de carpeta, Duradero",251.4,3
3075,MX-2021-144484,12/10/2021,8/10/2021,Estándar,41844497,Domingo Jaime,Empresa,Taubaté,São Paulo,Brasil,Sur,MAT-AL-10003376,Material de oficina,Almacenamiento,"Smead Caja, Industrial",450,6
2853,US-2021-167500,12/10/2021,8/10/2021,Estándar,57294239,Violeta Galindo,Cliente,Lima,Lima (city),Perú,Sur,MAT-CA-10003619,Material de oficina,Carpetas,"Avery Anillas, Económico",70.56,4
2856,US-2021-167500,12/10/2021,8/10/2021,Estándar,57294239,Violeta Galindo,Cliente,Lima,Lima (city),Perú,Sur,MAT-CA-10001612,Material de oficina,Carpetas,"Wilson Jones Carpeta, Económico",156.24,3
2855,US-2021-167500,12/10/2021,8/10/2021,Estándar,57294239,Violeta Galindo,Cliente,Lima,Lima (city),Perú,Sur,MAT-CA-10001216,Material de oficina,Carpetas,"Ibico Cubierta de carpeta, Transparente",262.2,5
8202,MX-2021-160507,12/10/2021,8/10/2021,Estándar,49948738,Katia Ávila,Cliente,Camagüey,Camagüey,Cuba,Caribe,MAT-SO-10003972,Material de oficina,Sobres,"Jiffy Sobre de tipo Manila, 50",346.8,2
3076,MX-2021-144484,12/10/2021,8/10/2021,Estándar,41844497,Domingo Jaime,Empresa,Taubaté,São Paulo,Brasil,Sur,MAT-AL-10002520,Material de oficina,Almacenamiento,"Tenex Bandejas, Tamaño completo",1084.8,3
2342,MX-2021-157602,12/10/2021,8/10/2021,Estándar,50927120,Dolores Treviño,Empresa,San Fernando,San Fernando,Trinidad y Tobago,Caribe,MAT-CA-10004559,Material de oficina,Carpetas,"Cardinal Encuadernadora, Económico",2654.4,8
2854,US-2021-167500,12/10/2021,8/10/2021,Estándar,57294239,Violeta Galindo,Cliente,Lima,Lima (city),Perú,Sur,MOB-LI-10000755,Mobiliario,Librerías,"Dania Librería, Negro",1967.04,4
2312,US-2021-133158,12/10/2021,8/10/2021,Estándar,88667764,Isaac Leyva,Empresa,Tegucigalpa,Francisco Morazán,Honduras,Centro,MOB-LI-10002660,Mobiliario,Librerías,"Sauder Conjunto de estantes, Blanco",3153.6,4
3077,MX-2021-144484,12/10/2021,8/10/2021,Estándar,41844497,Domingo Jaime,Empresa,Taubaté,São Paulo,Brasil,Sur,MOB-MO-10004472,Mobiliario,Mobiliario,"Eldon Bombilla, Duradero",296.4,2
2343,MX-2021-157602,12/10/2021,8/10/2021,Estándar,50927120,Dolores Treviño,Empresa,San Fernando,San Fernando,Trinidad y Tobago,Caribe,TEC-CO-10001993,Tecnología,Copiadoras,"Brother Fax, Color",8515.7344,4
2768,US-2021-118962,12/10/2021,9/10/2021,Rápido,72066782,Dánae Abrego,Empresa,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-CA-10002100,Material de oficina,Carpetas,"Wilson Jones Separadores, Transparente",70.92,3
489,US-2021-108700,12/10/2021,10/10/2021,Rápido,58257950,Unai Rubalcaba,Empresa,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-SO-10003115,Material de oficina,Sobres,"Ames Sobre de tipo Manila, Plateado",325.08,3
8488,US-2021-107944,12/10/2021,10/10/2021,Rápido,34158056,Ramiro Dávila,Cliente,Posadas,Misiones,Argentina,Sur,MAT-GR-10001590,Material de oficina,Grapas,"Advantus Grapadoras, Tamaños variados",602.64,9
8486,US-2021-107944,12/10/2021,10/10/2021,Rápido,34158056,Ramiro Dávila,Cliente,Posadas,Misiones,Argentina,Sur,TEC-AC-10000825,Tecnología,Accesorios,"Enermax Router, Programable",2078.64,2
8487,US-2021-107944,12/10/2021,10/10/2021,Rápido,34158056,Ramiro Dávila,Cliente,Posadas,Misiones,Argentina,Sur,MAT-ET-10004515,Material de oficina,Etiquetas,"Novimex Etiquetas para documentos legales, Ajustable",100.44,3
5736,MX-2021-114727,13/10/2021,6/10/2021,Estándar,81566090,Queta Carmona,Empresa,Maracaibo,Zulia,Venezuela,Sur,MAT-SU-10003694,Material de oficina,Suministros,"Kleencut Cúter, Industrial",725.4,5
5737,MX-2021-114727,13/10/2021,6/10/2021,Estándar,81566090,Queta Carmona,Empresa,Maracaibo,Zulia,Venezuela,Sur,TEC-CO-10004602,Tecnología,Copiadoras,"Brother Fax inalámbrico, 2",7550.946,5
5735,MX-2021-114727,13/10/2021,6/10/2021,Estándar,81566090,Queta Carmona,Empresa,Maracaibo,Zulia,Venezuela,Sur,MAT-AR-10003770,Material de oficina,Arte,"Stanley Lienzos, Metal",811.68,4
8262,US-2021-156580,13/10/2021,7/10/2021,Estándar,64668245,Antonio Rocha,Cliente,La Plata,Provincia de Buenos Aires,Argentina,Sur,MAT-AR-10001636,Material de oficina,Arte,"Sanford Lienzos, Al por mayor",1015.8,5
8214,US-2021-150665,13/10/2021,7/10/2021,Estándar,39797251,Concordia Cuéllar,Pequeña empresa,San José de Guanipa,Anzoátegui,Venezuela,Sur,MAT-CA-10001680,Material de oficina,Carpetas,"Wilson Jones Encuadernadora, Reciclado",394.56,2
7939,MX-2021-160255,13/10/2021,10/10/2021,Urgente,29356253,Inocencio Arce,Cliente,Managua,Managua,Nicaragua,Centro,MOB-SI-10001406,Mobiliario,Sillas,"SAFCO Mecedora, 2",6400.8,7
4372,MX-2021-156293,13/10/2021,13/10/2021,Mismo día,71726224,Heidi Anaya,Cliente,Managua,Managua,Nicaragua,Centro,MAT-GR-10004309,Material de oficina,Grapas,"Stockwell Pasadores, Tamaños variados",228.6,3
8258,MX-2021-134775,14/10/2021,9/10/2021,Estándar,68936867,Juana Madera,Empresa,Mixco,Guatemala,Guatemala,Centro,MAT-ET-10000840,Material de oficina,Etiquetas,"Smead Etiquetas para carpetas de archivos, Blanco",177.6,3
5740,MX-2021-142566,14/10/2021,9/10/2021,Estándar,33137363,Piero Limón,Cliente,Bogotá,Bogotá,Colombia,Sur,MAT-CA-10000486,Material de oficina,Carpetas,"Cardinal Encuadernadora, Duradero",1367.2,4
5741,MX-2021-142566,14/10/2021,9/10/2021,Estándar,33137363,Piero Limón,Cliente,Bogotá,Bogotá,Colombia,Sur,MOB-LI-10004439,Mobiliario,Librerías,"Sauder Estante de esquina, Metal",11740.8,12
5798,MX-2021-140137,14/10/2021,10/10/2021,Estándar,88087249,Dalma Comejo,Empresa,Santiago de los Caballeros,Santiago,República Dominicana,Caribe,MAT-AL-10002890,Material de oficina,Almacenamiento,"Smead Archivador móvil, Metal",2039.52,3
1190,MX-2021-113915,15/10/2021,9/10/2021,Estándar,39876069,Luisa Liébanas,Cliente,Cienfuegos,Cienfuegos,Cuba,Caribe,TEC-AC-10001925,Tecnología,Accesorios,"Belkin Teclado, Económico",2796,5
1191,MX-2021-113915,15/10/2021,9/10/2021,Estándar,39876069,Luisa Liébanas,Cliente,Cienfuegos,Cienfuegos,Cuba,Caribe,MOB-LI-10001529,Mobiliario,Librerías,"Dania Conjunto de estantes, Blanco",3437.4,3
1189,MX-2021-113915,15/10/2021,9/10/2021,Estándar,39876069,Luisa Liébanas,Cliente,Cienfuegos,Cienfuegos,Cuba,Caribe,MAT-SU-10004335,Material de oficina,Suministros,"Elite Recortadora, Industrial",4040.4,14
7675,US-2021-110485,15/10/2021,10/10/2021,Rápido,21535531,Isidora Martín,Cliente,Arraiján,Panamá,Panamá,Centro,MAT-SO-10000718,Material de oficina,Sobres,"Kraft Sobre de tipo Manila, Plateado",462.24,4
7677,US-2021-110485,15/10/2021,10/10/2021,Rápido,21535531,Isidora Martín,Cliente,Arraiján,Panamá,Panamá,Centro,MAT-AL-10004287,Material de oficina,Almacenamiento,"Smead Carpetas, Azul",139.92,2
1011,MX-2021-164994,15/10/2021,10/10/2021,Rápido,96736132,Juanita Guzmán,Empresa,Bayamo,Granma,Cuba,Caribe,MOB-SI-10000642,Mobiliario,Sillas,"Novimex Silla de playa, 2",2249.8,7
9327,MX-2021-101084,15/10/2021,10/10/2021,Rápido,50927120,Dolores Treviño,Empresa,Las Tunas,Las Tunas,Cuba,Caribe,MAT-SO-10000937,Material de oficina,Sobres,"GlobeWeis Cierre adhesivo, Plateado",475.8,3
7672,US-2021-110485,15/10/2021,10/10/2021,Rápido,21535531,Isidora Martín,Cliente,Arraiján,Panamá,Panamá,Centro,MAT-AL-10000423,Material de oficina,Almacenamiento,"Smead Bandejas, Tamaño completo",388.08,2
9328,MX-2021-101084,15/10/2021,10/10/2021,Rápido,50927120,Dolores Treviño,Empresa,Las Tunas,Las Tunas,Cuba,Caribe,TEC-CO-10003478,Tecnología,Copiadoras,"Hewlett Fotocopiadora personal, Rojo",3791.6016,4
9325,MX-2021-101084,15/10/2021,10/10/2021,Rápido,50927120,Dolores Treviño,Empresa,Las Tunas,Las Tunas,Cuba,Caribe,TEC-TE-10004798,Tecnología,Teléfonos,"Nokia Base de audio, Al por mayor",5561,5
1010,MX-2021-164994,15/10/2021,10/10/2021,Rápido,96736132,Juanita Guzmán,Empresa,Bayamo,Granma,Cuba,Caribe,TEC-CO-10001759,Tecnología,Copiadoras,"Canon Fotocopiadora con fax, 2",6365.244,5
7674,US-2021-110485,15/10/2021,10/10/2021,Rápido,21535531,Isidora Martín,Cliente,Arraiján,Panamá,Panamá,Centro,MAT-CA-10002107,Material de oficina,Carpetas,"Wilson Jones Cubierta de carpeta, Reciclado",184.8,4
9326,MX-2021-101084,15/10/2021,10/10/2021,Rápido,50927120,Dolores Treviño,Empresa,Las Tunas,Las Tunas,Cuba,Caribe,MAT-CA-10003307,Material de oficina,Carpetas,"Ibico Anillas, Transparente",215,5
7673,US-2021-110485,15/10/2021,10/10/2021,Rápido,21535531,Isidora Martín,Cliente,Arraiján,Panamá,Panamá,Centro,TEC-AC-10003489,Tecnología,Accesorios,"Belkin Teclado, Programable",1659,7
7676,US-2021-110485,15/10/2021,10/10/2021,Rápido,21535531,Isidora Martín,Cliente,Arraiján,Panamá,Panamá,Centro,TEC-TE-10004684,Tecnología,Teléfonos,"Motorola Cargador, Tamaño completo",7727.76,3
5306,MX-2021-117051,15/10/2021,12/10/2021,Urgente,50127491,Trinidad Rubio,Cliente,Santiago de Cuba,Santiago de Cuba,Cuba,Caribe,MOB-ME-10004581,Mobiliario,Mesas,"Chromcraft Mesa de ordenador, Montada",14830,5
7154,MX-2021-124317,15/10/2021,13/10/2021,Rápido,95794985,Marc Romo,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-ET-10001360,Material de oficina,Etiquetas,"Harbour Creations Etiquetas para documentos legales, Rojo",359,5
7155,MX-2021-124317,15/10/2021,13/10/2021,Rápido,95794985,Marc Romo,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-ET-10001335,Material de oficina,Etiquetas,"Harbour Creations Etiquetas para documentos legales, Ajustable",177,3
1091,MX-2021-150868,15/10/2021,15/10/2021,Mismo día,89548445,Daniel Pabón,Cliente,Aracaju,Sergipe,Brasil,Sur,MOB-SI-10001833,Mobiliario,Sillas,"Harbour Creations Silla de playa, Negro",2367.6,6
1090,MX-2021-150868,15/10/2021,15/10/2021,Mismo día,89548445,Daniel Pabón,Cliente,Aracaju,Sergipe,Brasil,Sur,MAT-CA-10002265,Material de oficina,Carpetas,"Acco Encuadernadora, Transparente",3033,9
203,MX-2021-118584,16/10/2021,9/10/2021,Estándar,44696741,Carmelo Ortega,Empresa,Guadalajara,Jalisco,México,Norte,MAT-AL-10002889,Material de oficina,Almacenamiento,"Eldon Archivador móvil, Industrial",2567.4,3
10191,US-2021-132829,16/10/2021,9/10/2021,Estándar,44696741,Carmelo Ortega,Empresa,Ponte Nova,Minas Gerais,Brasil,Sur,MAT-AL-10003595,Material de oficina,Almacenamiento,"Eldon Archivador móvil, Industrial",1026.96,3
9682,MX-2021-106964,16/10/2021,10/10/2021,Estándar,28266542,Mateo Rodríguez,Cliente,Huehuetenango,Huehuetenango,Guatemala,Centro,MOB-SI-10003241,Mobiliario,Sillas,"Novimex Taburete, Rojo",6578.4,6
9681,MX-2021-106964,16/10/2021,10/10/2021,Estándar,28266542,Mateo Rodríguez,Cliente,Huehuetenango,Huehuetenango,Guatemala,Centro,MAT-AL-10004135,Material de oficina,Almacenamiento,"Tenex Archivador móvil, Tamaño completo",4472,5
3001,MX-2021-105536,16/10/2021,12/10/2021,Estándar,85928054,Eduardo Sierra,Pequeña empresa,Recife,Pernambuco,Brasil,Sur,MOB-LI-10004846,Mobiliario,Librerías,"Sauder Vitrina, Negro",5601,5
7349,MX-2021-100734,16/10/2021,13/10/2021,Rápido,21335468,Federico García,Empresa,Ciudad Madero,Tamaulipas,México,Norte,MAT-GR-10002838,Material de oficina,Grapas,"Accos Grapadoras, Tamaños variados",561,5
7348,MX-2021-100734,16/10/2021,13/10/2021,Rápido,21335468,Federico García,Empresa,Ciudad Madero,Tamaulipas,México,Norte,MAT-GR-10003938,Material de oficina,Grapas,"Accos Clips, Al por mayor",374.4,4
3545,MX-2021-153997,17/10/2021,13/10/2021,Estándar,35466491,Anacleto Espinal,Cliente,Reynosa,Tamaulipas,México,Norte,MOB-MO-10000300,Mobiliario,Mobiliario,"Tenex Bandeja apiladora, Duradero",267.12,3
3544,MX-2021-153997,17/10/2021,13/10/2021,Estándar,35466491,Anacleto Espinal,Cliente,Reynosa,Tamaulipas,México,Norte,MAT-EL-10003502,Material de oficina,Electrodomésticos,"KitchenAid Frigorífico, Plateado",17623,5
420,MX-2021-120215,19/10/2021,13/10/2021,Estándar,71128522,Adriana Rocha,Pequeña empresa,Camagüey,Camagüey,Cuba,Caribe,MAT-CA-10004145,Material de oficina,Carpetas,"Cardinal Cubierta de carpeta, Transparente",152.8,2
4779,US-2021-138212,19/10/2021,14/10/2021,Estándar,80075877,Francisco Alonso,Cliente,San Miguelito,Panamá,Panamá,Centro,TEC-CO-10003590,Tecnología,Copiadoras,"Hewlett Fax, Color",3843.4656,3
8364,MX-2021-117814,19/10/2021,14/10/2021,Rápido,98595380,Lucrecia Maldonado,Empresa,Puerto Padre,Las Tunas,Cuba,Caribe,MAT-PA-10000749,Material de oficina,Papel,"Enermax Agenda, Paquete de 12",532.8,3
4776,US-2021-138212,19/10/2021,14/10/2021,Estándar,80075877,Francisco Alonso,Cliente,San Miguelito,Panamá,Panamá,Centro,MAT-CA-10004364,Material de oficina,Carpetas,"Ibico Perforador, Económico",243.6,2
4695,MX-2021-135069,19/10/2021,14/10/2021,Estándar,34054777,Nora Arroyo,Cliente,Cuiabá,Mato Grosso,Brasil,Sur,MOB-SI-10003980,Mobiliario,Sillas,"Harbour Creations Sillón, 2",12689.6,4
4778,US-2021-138212,19/10/2021,14/10/2021,Estándar,80075877,Francisco Alonso,Cliente,San Miguelito,Panamá,Panamá,Centro,TEC-AC-10004683,Tecnología,Accesorios,"Belkin Tarjeta de memoria, Económico",4133.16,9
1679,US-2021-161242,19/10/2021,14/10/2021,Estándar,53075929,Silvia Pérez,Empresa,Lima,Lima (city),Perú,Sur,MAT-AL-10001823,Material de oficina,Almacenamiento,"Smead Casilleros, Azul",793.68,1
4777,US-2021-138212,19/10/2021,14/10/2021,Estándar,80075877,Francisco Alonso,Cliente,San Miguelito,Panamá,Panamá,Centro,MAT-ET-10000888,Material de oficina,Etiquetas,"Harbour Creations Etiquetas extraíbles, Duradero",257.76,6
8363,MX-2021-117814,19/10/2021,14/10/2021,Rápido,98595380,Lucrecia Maldonado,Empresa,Puerto Padre,Las Tunas,Cuba,Caribe,TEC-AC-10000626,Tecnología,Accesorios,"Memorex Teclado, Blanco",1147.2,4
8070,MX-2021-101826,19/10/2021,15/10/2021,Estándar,52275664,Olimpia Pedraza,Empresa,Santos,São Paulo,Brasil,Sur,MAT-AL-10004728,Material de oficina,Almacenamiento,"Rogers Archivador móvil, Industrial",3788.8,4
8071,MX-2021-101826,19/10/2021,15/10/2021,Estándar,52275664,Olimpia Pedraza,Empresa,Santos,São Paulo,Brasil,Sur,TEC-TE-10004601,Tecnología,Teléfonos,"Apple Cargador, Tamaño completo",4250,1
8069,MX-2021-101826,19/10/2021,15/10/2021,Estándar,52275664,Olimpia Pedraza,Empresa,Santos,São Paulo,Brasil,Sur,MOB-LI-10000231,Mobiliario,Librerías,"Ikea Librería clásica, Blanco",2761.8,1
2203,MX-2021-144617,19/10/2021,16/10/2021,Rápido,58157784,Aisa Guardado,Cliente,Villa Nueva,Guatemala,Guatemala,Centro,MAT-EL-10002814,Material de oficina,Electrodomésticos,"Breville Microondas, Rojo",2011.4,1
10173,US-2021-160164,19/10/2021,16/10/2021,Rápido,78246771,Fidel Badillo,Cliente,Bom Jesus da Lapa,Bahía,Brasil,Sur,TEC-TE-10001916,Tecnología,Teléfonos,"Samsung Teléfono de oficina, Tamaño completo",709.44,4
185,MX-2021-141684,19/10/2021,16/10/2021,Rápido,78246771,Fidel Badillo,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,TEC-TE-10004109,Tecnología,Teléfonos,"Samsung Teléfono de oficina, Tamaño completo",1418.88,4
2201,MX-2021-144617,19/10/2021,16/10/2021,Rápido,58157784,Aisa Guardado,Cliente,Villa Nueva,Guatemala,Guatemala,Centro,MAT-SU-10003282,Material de oficina,Suministros,"Acme Regla, Rectangular",625.8,7
2202,MX-2021-144617,19/10/2021,16/10/2021,Rápido,58157784,Aisa Guardado,Cliente,Villa Nueva,Guatemala,Guatemala,Centro,TEC-CO-10001487,Tecnología,Copiadoras,"Hewlett Fotocopiadora personal, Digital",2872.4436,3
3579,MX-2021-120348,19/10/2021,16/10/2021,Urgente,33695062,Dana Sandoval,Cliente,Managua,Managua,Nicaragua,Centro,MAT-SO-10001671,Material de oficina,Sobres,"Ames Paquetes, Reciclado",2079,9
7058,US-2021-107671,19/10/2021,17/10/2021,Urgente,65874458,Judit Rodríguez,Empresa,Buenos Aires,Ciudad Autónoma de Buenos Aires,Argentina,Sur,MAT-GR-10002450,Material de oficina,Grapas,"Stockwell Grapadoras, Paquete de 12",447.84,6
7059,US-2021-107671,19/10/2021,17/10/2021,Urgente,65874458,Judit Rodríguez,Empresa,Buenos Aires,Ciudad Autónoma de Buenos Aires,Argentina,Sur,MAT-PA-10004558,Material de oficina,Papel,"Eaton Papel de tipo pergamino, Reciclado",214.08,4
8150,MX-2021-122476,20/10/2021,14/10/2021,Estándar,57895977,Elsa Mújica,Cliente,Teziutlán,Puebla,México,Norte,MAT-ET-10002971,Material de oficina,Etiquetas,"Novimex Etiquetas redondas, Ajustable",55.6,2
3538,MX-2021-107713,20/10/2021,15/10/2021,Estándar,47088546,Paola Solís,Pequeña empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-SO-10000937,Material de oficina,Sobres,"GlobeWeis Cierre adhesivo, Plateado",317.2,2
3537,MX-2021-107713,20/10/2021,15/10/2021,Estándar,47088546,Paola Solís,Pequeña empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-PA-10003728,Material de oficina,Papel,"Enermax Resma, Paquete de 12",652.2,3
9476,MX-2021-145191,20/10/2021,16/10/2021,Estándar,51026369,Irati Rodríguez,Cliente,Ayacucho,Ayacucho,Perú,Sur,MOB-MO-10001880,Mobiliario,Mobiliario,"Rubvermaid Marco de foto, Duradero",585.36,3
4973,MX-2021-127285,20/10/2021,16/10/2021,Estándar,35867729,Luciano Bernal,Empresa,Chaguanas,Chaguanas,Trinidad y Tobago,Caribe,MAT-PA-10001472,Material de oficina,Papel,"Green Bar Material de oficina, Premium",2258.2,7
4865,MX-2021-167465,20/10/2021,16/10/2021,Estándar,78735163,Alan Pérez,Pequeña empresa,Santa Fe,Santa Fe,Argentina,Sur,MAT-SU-10003841,Material de oficina,Suministros,"Fiskars Tijeras, Rectangular",635.52,8
4864,MX-2021-167465,20/10/2021,16/10/2021,Estándar,78735163,Alan Pérez,Pequeña empresa,Santa Fe,Santa Fe,Argentina,Sur,MAT-ET-10004182,Material de oficina,Etiquetas,"Hon Etiquetas redondas, Blanco",133.2,5
7227,US-2021-148894,21/10/2021,14/10/2021,Estándar,43328288,José Sánchez,Cliente,Ciudad de Panamá,Panamá,Panamá,Centro,TEC-TE-10001768,Tecnología,Teléfonos,"Apple Amplificador de señal, Tamaños variados",1674,3
7226,US-2021-148894,21/10/2021,14/10/2021,Estándar,43328288,José Sánchez,Cliente,Ciudad de Panamá,Panamá,Panamá,Centro,MAT-PA-10001432,Material de oficina,Papel,"SanDisk Cuaderno, Premium",357.84,3
7225,US-2021-148894,21/10/2021,14/10/2021,Estándar,43328288,José Sánchez,Cliente,Ciudad de Panamá,Panamá,Panamá,Centro,MOB-LI-10002777,Mobiliario,Librerías,"Ikea Biblioteca, Negro",5835.84,4
2737,MX-2021-124513,21/10/2021,15/10/2021,Estándar,32345938,Fernando Limón,Cliente,São Benedito,Ceará,Brasil,Sur,MOB-SI-10001965,Mobiliario,Sillas,"Office Star Mecedora, 2",954.4,1
3320,MX-2021-137176,21/10/2021,16/10/2021,Estándar,96036869,Elvira Nieves,Cliente,Managua,Managua,Nicaragua,Centro,MAT-PA-10000687,Material de oficina,Papel,"Xerox Cuaderno, Paquete de 12",406.8,2
1747,MX-2021-108000,21/10/2021,16/10/2021,Estándar,87558365,Fátima Pina,Empresa,Córdoba,Veracruz,México,Norte,MAT-CA-10003500,Material de oficina,Carpetas,"Ibico Encuadernadora, Duradero",2822.4,8
1748,MX-2021-108000,21/10/2021,16/10/2021,Estándar,87558365,Fátima Pina,Empresa,Córdoba,Veracruz,México,Norte,MAT-PA-10000818,Material de oficina,Papel,"Eaton Agenda, Reciclado",546.4,4
5148,US-2021-121293,21/10/2021,16/10/2021,Rápido,60177138,Livia Banda,Cliente,Salvador,Bahía,Brasil,Sur,MOB-SI-10004503,Mobiliario,Sillas,"Novimex Mecedora, Rojo",700.96,2
3030,MX-2021-154613,21/10/2021,16/10/2021,Estándar,54388353,Matilda Carbajal,Pequeña empresa,Sapucaia do Sul,Río Grande del Sur,Brasil,Sur,MAT-AL-10002190,Material de oficina,Almacenamiento,"Tenex Casilleros, Metal",2709.6,2
9333,MX-2021-120880,21/10/2021,16/10/2021,Estándar,35255657,Virgilio Cardona,Pequeña empresa,Managua,Managua,Nicaragua,Centro,MAT-CA-10003619,Material de oficina,Carpetas,"Avery Anillas, Económico",88.2,3
1746,MX-2021-108000,21/10/2021,16/10/2021,Estándar,87558365,Fátima Pina,Empresa,Córdoba,Veracruz,México,Norte,TEC-AC-10000825,Tecnología,Accesorios,"Enermax Router, Programable",3464.4,2
3031,MX-2021-154613,21/10/2021,16/10/2021,Estándar,54388353,Matilda Carbajal,Pequeña empresa,Sapucaia do Sul,Río Grande del Sur,Brasil,Sur,TEC-CO-10000984,Tecnología,Copiadoras,"Hewlett Fax, Rojo",6349.6752,3
1750,MX-2021-108000,21/10/2021,16/10/2021,Estándar,87558365,Fátima Pina,Empresa,Córdoba,Veracruz,México,Norte,MOB-SI-10000485,Mobiliario,Sillas,"Novimex Estora, 2",2187.36,7
